T,H,D,kv_len,variant,splits,allclose,max_abs,mean_abs,median_us,min_us,max_us
48,16,512,768,candidate,8,1,0.00048828125,2.5285142328357324e-05,49.52250164933503,49.258998478762805,49.864500761032104
48,16,512,1024,default,8,1,0.00048828125,2.2213414922589436e-05,51.68344941921532,51.66850169189274,52.0315021276474
48,16,512,1024,candidate,8,1,0.00048828125,2.2213414922589436e-05,51.77444836590439,51.66549817658961,51.84400069992989
48,16,512,2048,default,8,1,0.000244140625,1.668903132667765e-05,84.6954993903637,84.62895057164133,84.78144882246852
48,16,512,2048,candidate,16,1,0.000244140625,1.6395813872804865e-05,76.4849508414045,76.46495068911463,76.59700058866292
48,16,512,4096,default,8,1,0.000244140625,1.2828986655222252e-05,151.34045097511262,151.27645165193826,151.48044913075864
48,16,512,4096,candidate,16,1,0.000244140625,1.273014822800178e-05,125.9944518096745,125.77794841490686,126.07394892256707
48,16,512,8192,default,8,1,0.0001220703125,1.022015931084752e-05,293.5744007118046,293.4703981736675,293.7009005108848
48,16,512,8192,candidate,16,1,0.000244140625,1.0192858098889701e-05,238.67794952820987,236.88795045018196,242.00644984375685
64,16,512,136,default,4,1,0.0009765625,5.60152911930345e-05,48.947500181384385,48.75695158261806,50.453998846933246
64,16,512,136,candidate,1,1,0.0009765625,5.80944906687364e-05,27.76549954432994,27.632497949525714,28.21400121320039
64,16,512,320,default,4,1,0.0009765625,3.7713853089371696e-05,49.12950098514557,49.00945059489459,49.77549833711237
64,16,512,320,candidate,1,1,0.0009765625,3.9085040043573827e-05,46.91149806603789,46.84949817601591,47.24194877780974
64,16,512,388,default,4,1,0.00048828125,3.473709512036294e-05,49.507999210618436,49.3144994834438,50.05194980185479
64,16,512,388,candidate,4,1,0.00048828125,3.473709512036294e-05,49.240500084124506,49.072998808696866,49.69094879925251
64,16,512,512,default,4,1,0.00048828125,3.0593564588343725e-05,49.546497757546604,49.02649961877614,50.573499174788594
64,16,512,512,candidate,4,1,0.00048828125,3.0593564588343725e-05,49.59600046277046,49.16199832223356,49.83094986528158
64,16,512,768,default,4,1,0.00048828125,2.5670249669929035e-05,49.881948507390916,49.65699918102473,50.29595049563795
64,16,512,768,candidate,4,1,0.00048828125,2.5670249669929035e-05,50.39795069023967,49.88799919374287,50.6300013512373
64,16,512,1024,default,4,1,0.00048828125,2.263428359583486e-05,50.81749986857176,50.39349780417979,51.61144945304841
64,16,512,1024,candidate,4,1,0.00048828125,2.263428359583486e-05,50.37850060034543,50.28099985793233,50.4919997183606
64,16,512,2048,default,4,1,0.00048828125,1.685735333012417e-05,84.65699793305248,84.48500011581928,84.9974516313523
64,16,512,2048,candidate,4,1,0.00048828125,1.685735333012417e-05,84.46894935332239,84.44350096397102,84.53245100099593
64,16,512,4096,default,4,1,0.000244140625,1.2858025002060458e-05,156.8493986269459,156.74399910494685,157.44145202916116
64,16,512,4096,candidate,4,1,0.000244140625,1.2858025002060458e-05,156.71594883315265,156.68894920963794,156.8064501043409
64,16,512,8192,default,4,1,0.000244140625,1.0244595614494756e-05,302.4418983841315,300.3258985700086,304.1959018446505
64,16,512,8192,candidate,4,1,0.000244140625,1.0244595614494756e-05,301.129900617525,300.39539851713926,301.9739000592381
72,16,512,136,default,4,1,0.0009765625,5.577383126365021e-05,48.501501441933215,48.243001219816506,49.69945002812892
72,16,512,136,candidate,1,1,0.0009765625,5.824149775435217e-05,28.00149959512055,27.821949333883822,28.1810003798455
72,16,512,320,default,4,1,0.0009765625,3.7859383155591786e-05,49.07800175715238,48.80699852947146,49.86000130884349
72,16,512,320,candidate,1,1,0.0009765625,3.913512409781106e-05,46.92249931395054,46.916501014493406,47.02699952758849
72,16,512,388,default,4,1,0.00048828125,3.4630746085895225e-05,49.15850004181266,48.93295117653906,49.792998470366
72,16,512,388,candidate,4,1,0.00048828125,3.4630746085895225e-05,49.24950189888477,49.11044961772859,49.503499758429825
72,16,512,512,default,4,1,0.00048828125,3.0665367376059294e-05,49.6979511808604,49.55145122949034,50.31500186305493
72,16,512,512,candidate,4,1,0.00048828125,3.0665367376059294e-05,49.72750029992312,49.613500596024096,50.193999777548015
72,16,512,768,default,4,1,0.00048828125,2.5592427846277133e-05,49.8120003612712,49.54695177730173,50.81850104033947
72,16,512,768,candidate,4,1,0.00048828125,2.5592427846277133e-05,50.00100063625723,49.675500486046076,50.19045202061534
72,16,512,1024,default,4,1,0.00048828125,2.2512313080369495e-05,51.09395133331418,50.86945020593703,51.538998377509415
72,16,512,1024,candidate,4,1,0.00048828125,2.2512313080369495e-05,50.910949357785285,50.85699958726764,50.987000577151775
72,16,512,2048,default,4,1,0.000244140625,1.682424044702202e-05,85.07949823979288,85.01044940203428,85.23600117769092
72,16,512,2048,candidate,4,1,0.000244140625,1.682424044702202e-05,85.12644853908569,85.05299920216203,85.21095151081681
72,16,512,4096,default,4,1,0.000244140625,1.288340899918694e-05,165.37545016035438,164.88045221194625,166.66595183778554
72,16,512,4096,candidate,4,1,0.000244140625,1.288340899918694e-05,163.72695099562407,161.99445235542953,164.59895123261958
72,16,512,8192,default,4,1,0.000244140625,1.0237686183245387e-05,313.0163997411728,312.30190070346,313.1314006168395
72,16,512,8192,candidate,4,1,0.000244140625,1.0237686183245387e-05,313.100399216637,312.8203999949619,313.4899016004056
96,16,512,136,default,2,1,0.0009765625,5.6721979490248486e-05,49.39899954479188,48.99949999526143,50.44550052843988
96,16,512,136,candidate,1,1,0.0009765625,5.800582221127115e-05,27.83450181595981,27.689500711858273,28.29244767781347
96,16,512,320,default,2,1,0.00048828125,3.867034683935344e-05,49.474998377263546,49.27899863105267,50.60044932179153
96,16,512,320,candidate,1,1,0.0009765625,3.908446888090111e-05,48.98400220554322,48.94894955214113,49.0795006044209
96,16,512,388,default,2,1,0.00048828125,3.5288569051772356e-05,49.83649996574968,49.59744983352721,50.55899964645505
96,16,512,388,candidate,2,1,0.00048828125,3.5288569051772356e-05,49.72094902768731,49.65550033375621,50.03050027880818
96,16,512,512,default,2,1,0.00048828125,3.114072387688793e-05,51.067949971184134,50.98649999126792,51.506998715922236
96,16,512,512,candidate,2,1,0.00048828125,3.114072387688793e-05,51.25250027049333,51.23844894114882,51.368449931032956
96,16,512,768,default,2,1,0.00048828125,2.6005354811786674e-05,68.0994475260377,68.02600109949708,68.3579477481544
96,16,512,768,candidate,2,1,0.00048828125,2.6005354811786674e-05,68.02644929848611,67.984449560754,68.0650002323091
96,16,512,1024,default,2,1,0.00048828125,2.2904197976458818e-05,85.08850005455315,85.05349978804588,85.72344959247857
96,16,512,1024,candidate,8,1,0.00048828125,2.225545722467359e-05,78.34144926164299,78.23299965821207,78.36144941393286
96,16,512,2048,default,2,1,0.000244140625,1.6918318578973413e-05,153.62194972112775,153.5709510790184,154.51795188710093
96,16,512,2048,candidate,8,1,0.000244140625,1.665246600168757e-05,128.41199932154268,128.3864490687847,128.51145002059639
96,16,512,4096,default,2,1,0.000244140625,1.282457378692925e-05,296.84889886993915,296.7589476611465,297.1453999634832
96,16,512,4096,candidate,8,1,0.000244140625,1.2811178748961538e-05,240.40295102167875,237.96244931872934,244.39445114694536
96,16,512,8192,default,2,1,0.000244140625,1.0189029126195237e-05,571.6777988709509,571.4138504117727,571.824301732704
96,16,512,8192,candidate,8,1,0.000244140625,1.0208083949692082e-05,454.02785181067884,451.61034795455635,463.05535070132464
128,16,512,136,default,2,1,0.0009765625,5.688102464773692e-05,49.18250197079033,48.80799970123917,50.16149953007698
128,16,512,136,candidate,1,1,0.0009765625,5.804027387057431e-05,28.165002004243433,27.784501435235143,28.178500360809267
128,16,512,320,default,2,1,0.0009765625,3.880967415170744e-05,49.71200251020491,49.379499978385866,50.55599904153496
128,16,512,320,candidate,1,1,0.0009765625,3.929601371055469e-05,49.85049890819937,49.82894752174616,49.94145128875971
128,16,512,388,default,2,1,0.00048828125,3.525410284055397e-05,50.01600075047463,49.636949552223086,51.359451026655734
128,16,512,388,candidate,2,1,0.00048828125,3.525410284055397e-05,49.80399971827865,49.73849863745272,50.0394991831854
128,16,512,512,default,2,1,0.00048828125,3.115398794761859e-05,53.47150145098567,53.38994960766286,53.59599890653044
128,16,512,512,candidate,2,1,0.00048828125,3.115398794761859e-05,53.44195233192295,53.42000222299248,53.705499158240855
128,16,512,768,default,2,1,0.00048828125,2.5914097932400182e-05,70.80945069901645,70.76750043779612,71.01600058376789
128,16,512,768,candidate,2,1,0.00048828125,2.5914097932400182e-05,70.77850168570876,70.72099833749235,70.94595057424158
128,16,512,1024,default,2,1,0.00048828125,2.2816922864876688e-05,88.30094884615391,88.23649841360748,88.46349956002086
128,16,512,1024,candidate,2,1,0.00048828125,2.2816922864876688e-05,88.28200225252658,88.18944916129112,88.35199987515807
128,16,512,2048,default,2,1,0.000244140625,1.6972486264421605e-05,160.55495070759207,160.4329503607005,161.0324514331296
128,16,512,2048,candidate,2,1,0.000244140625,1.6972486264421605e-05,160.53245053626597,160.38444882724434,160.71345016825944
128,16,512,4096,default,2,1,0.000244140625,1.2879517271358054e-05,305.4253989830613,303.7488990230486,309.3499515671283
128,16,512,4096,candidate,2,1,0.000244140625,1.2879517271358054e-05,304.6119003556669,303.94140048883855,305.03745074383914
128,16,512,8192,default,2,1,0.000244140625,1.019272895064205e-05,588.8143496122211,588.5372986085713,589.3977999221534
128,16,512,8192,candidate,2,1,0.000244140625,1.019272895064205e-05,588.9728519832715,588.6578001081944,591.2083492148668
